"order_number","sales_channel","warehouse_code","procured_date","order_date","ship_date","delivery_date","currency_code","sales_team_id","customer_id","store_id","product_id","order_quantity","discount_applied","unit_cost","unit_price"
"SO - 0005171","Wholesale","WARE-NMK1003","23/8/19","22/1/20","13/2/20","23/2/20","USD",27,19,199,23,4,0.1,"502.5","1005.00"
"SO - 0005172","Online","WARE-NBV1002","23/8/19","22/1/20","2/2/20","3/2/20","USD",17,5,81,37,4,0.05,"978.2","1340.00"
"SO - 0005173","Distributor","WARE-PUJ1005","23/8/19","22/1/20","31/1/20","8/2/20","USD",25,13,298,5,1,0.05,"921.25","1842.50"
"SO - 0005174","Wholesale","WARE-XYS1001","1/12/19","22/1/20","17/2/20","21/2/20","USD",26,18,34,35,2,0.4,"3236.10","3852.50"
"SO - 0005175","In-Store","WARE-NMK1003","1/12/19","23/1/20","10/2/20","17/2/20","USD",5,47,102,25,3,0.1,"715.49","1212.70"
"SO - 0005176","Online","WARE-XYS1001","23/8/19","23/1/20","13/2/20","20/2/20","USD",14,22,32,38,1,0.05,"2940.63","3819.00"
"SO - 0005177","Distributor","WARE-NMK1003","23/8/19","23/1/20","27/1/20","29/1/20","USD",22,19,97,2,8,0.2,"532.65","1065.30"
"SO - 0005178","Wholesale","WARE-PUJ1005","1/12/19","23/1/20","2/2/20","6/2/20","USD",28,38,311,15,6,0.1,"1192.06","1862.60"
"SO - 0005179","Wholesale","WARE-MKL1006","1/12/19","23/1/20","28/1/20","4/2/20","USD",26,35,345,42,4,0.1,"1154.14","1989.90"
"SO - 0005180","Online","WARE-UHY1004","1/12/19","23/1/20","17/2/20","18/2/20","USD",16,34,211,29,8,0.075,"2289.39","2693.40"
"SO - 0005181","Distributor","WARE-UHY1004","23/8/19","23/1/20","13/2/20","20/2/20","USD",22,25,227,2,7,0.4,"2613.00","4020.00"
"SO - 0005182","Online","WARE-UHY1004","23/8/19","23/1/20","17/2/20","22/2/20","USD",12,8,214,9,3,0.1,"557.84","1212.70"
"SO - 0005183","Online","WARE-UHY1004","23/8/19","23/1/20","12/2/20","15/2/20","USD",18,24,213,45,3,0.1,"2891.72","3484.00"
"SO - 0005184","Online","WARE-NMK1003","1/12/19","24/1/20","7/2/20","17/2/20","USD",15,26,131,36,3,0.3,"2499.77","3845.80"
"SO - 0005185","Distributor","WARE-NMK1003","23/8/19","24/1/20","7/2/20","11/2/20","USD",21,28,155,42,2,0.2,"1703.01","2398.60"
"SO - 0005186","In-Store","WARE-MKL1006","1/12/19","24/1/20","17/2/20","20/2/20","USD",3,27,360,4,5,0.075,"3919.23","6123.80"
"SO - 0005187","In-Store","WARE-NBV1002","1/12/19","24/1/20","7/2/20","16/2/20","USD",1,50,83,11,3,0.1,"1216.45","1788.90"
"SO - 0005188","In-Store","WARE-XYS1001","23/8/19","24/1/20","29/1/20","8/2/20","USD",10,12,55,9,3,0.05,"2002.36","3926.20"
"SO - 0005189","Online","WARE-XYS1001","1/12/19","24/1/20","30/1/20","7/2/20","USD",18,37,31,47,7,0.1,"124.82","180.9"
"SO - 0005190","Distributor","WARE-XYS1001","23/8/19","24/1/20","31/1/20","6/2/20","USD",24,5,40,38,3,0.05,"2313.44","3169.10"
"SO - 0005191","Wholesale","WARE-PUJ1005","23/8/19","24/1/20","7/2/20","11/2/20","USD",26,10,267,11,1,0.15,"539.35","1172.50"
"SO - 0005192","Online","WARE-NBV1002","23/8/19","25/1/20","4/2/20","6/2/20","USD",17,18,84,2,5,0.05,"2573.81","3959.70"
"SO - 0005193","In-Store","WARE-NMK1003","1/12/19","25/1/20","6/2/20","7/2/20","USD",10,30,126,16,7,0.05,"108.81","194.3"
"SO - 0005194","In-Store","WARE-XYS1001","1/12/19","25/1/20","2/2/20","4/2/20","USD",12,3,29,22,8,0.05,"1877.74","2318.20"
"SO - 0005195","In-Store","WARE-PUJ1005","23/8/19","25/1/20","5/2/20","14/2/20","USD",10,46,301,18,3,0.1,"1494.64","1916.20"
"SO - 0005196","In-Store","WARE-NBV1002","1/12/19","25/1/20","5/2/20","6/2/20","USD",6,26,73,22,5,0.05,"1055.25","2512.50"
"SO - 0005197","In-Store","WARE-MKL1006","1/12/19","25/1/20","27/1/20","5/2/20","USD",4,16,352,29,6,0.15,"102.78","174.2"
"SO - 0005198","Online","WARE-MKL1006","23/8/19","26/1/20","12/2/20","13/2/20","USD",19,34,340,5,1,0.1,"3344.24","5668.20"
"SO - 0005199","In-Store","WARE-NMK1003","23/8/19","26/1/20","12/2/20","16/2/20","USD",2,2,169,17,3,0.3,"1106.84","1876.00"
"SO - 0005200","In-Store","WARE-MKL1006","1/12/19","26/1/20","3/2/20","4/2/20","USD",1,29,366,2,6,0.1,"886.41","1969.80"
"SO - 0005201","In-Store","WARE-UHY1004","23/8/19","26/1/20","16/2/20","26/2/20","USD",1,15,244,26,5,0.075,"836.16","1045.20"
"SO - 0005202","In-Store","WARE-PUJ1005","23/8/19","26/1/20","15/2/20","19/2/20","USD",1,25,276,25,5,0.2,"2727.17","5681.60"
"SO - 0005203","In-Store","WARE-NMK1003","1/12/19","26/1/20","3/2/20","9/2/20","USD",1,22,147,29,5,0.15,"442.2","1105.50"
"SO - 0005204","In-Store","WARE-NBV1002","1/12/19","26/1/20","2/2/20","5/2/20","USD",5,3,64,2,7,0.15,"2170.80","5427.00"
"SO - 0005205","Online","WARE-NMK1003","23/8/19","27/1/20","24/2/20","4/3/20","USD",18,3,140,31,7,0.05,"1403.32","2378.50"
"SO - 0005206","In-Store","WARE-XYS1001","1/12/19","27/1/20","17/2/20","20/2/20","USD",6,43,42,16,5,0.075,"2418.43","5038.40"
"SO - 0005207","Online","WARE-XYS1001","1/12/19","27/1/20","4/2/20","5/2/20","USD",13,32,9,3,1,0.05,"497.41","857.6"
"SO - 0005208","In-Store","WARE-NMK1003","1/12/19","27/1/20","8/2/20","10/2/20","USD",5,39,147,8,8,0.2,"1417.45","1728.60"
"SO - 0005209","In-Store","WARE-UHY1004","23/8/19","27/1/20","6/2/20","14/2/20","USD",6,11,241,47,5,0.075,"163.61","221.1"
"SO - 0005210","In-Store","WARE-UHY1004","1/12/19","27/1/20","23/2/20","1/3/20","USD",5,36,249,16,4,0.05,"637.77","1118.90"
"SO - 0005211","Distributor","WARE-NMK1003","1/12/19","27/1/20","19/2/20","29/2/20","USD",23,20,153,10,6,0.1,"137.08","207.7"
"SO - 0005212","Online","WARE-NBV1002","23/8/19","27/1/20","23/2/20","28/2/20","USD",16,36,85,28,3,0.05,"641.66","1051.90"
"SO - 0005213","Distributor","WARE-NMK1003","1/12/19","28/1/20","15/2/20","20/2/20","USD",22,43,140,21,5,0.075,"107.2","214.4"
"SO - 0005214","In-Store","WARE-XYS1001","1/12/19","28/1/20","16/2/20","24/2/20","USD",8,29,32,2,5,0.1,"4734.49","6485.60"
"SO - 0005215","In-Store","WARE-UHY1004","1/12/19","28/1/20","16/2/20","19/2/20","USD",9,37,255,13,4,0.1,"1569.94","2706.80"
"SO - 0005216","Distributor","WARE-XYS1001","1/12/19","28/1/20","14/2/20","23/2/20","USD",25,10,49,5,8,0.075,"589.87","951.4"
"SO - 0005217","Distributor","WARE-PUJ1005","23/8/19","28/1/20","25/2/20","4/3/20","USD",22,7,268,46,6,0.075,"1487.40","1983.20"
"SO - 0005218","Distributor","WARE-XYS1001","23/8/19","28/1/20","16/2/20","20/2/20","USD",23,41,45,25,2,0.1,"2517.19","3872.60"
"SO - 0005219","Online","WARE-UHY1004","1/12/19","28/1/20","24/2/20","4/3/20","USD",14,4,214,41,5,0.075,"3119.92","3999.90"
"SO - 0005220","Online","WARE-PUJ1005","23/8/19","29/1/20","17/2/20","19/2/20","USD",14,12,270,25,5,0.3,"1773.16","2244.50"
"SO - 0005221","Distributor","WARE-NMK1003","23/8/19","29/1/20","31/1/20","5/2/20","USD",23,3,139,18,3,0.075,"699.48","1748.70"
"SO - 0005222","Online","WARE-XYS1001","23/8/19","29/1/20","9/2/20","12/2/20","USD",15,9,30,24,6,0.05,"1615.24","3845.80"
"SO - 0005223","In-Store","WARE-NMK1003","23/8/19","29/1/20","10/2/20","17/2/20","USD",4,38,91,29,4,0.075,"1990.84","2398.60"
"SO - 0005224","In-Store","WARE-NMK1003","1/12/19","29/1/20","6/2/20","13/2/20","USD",2,9,128,23,8,0.075,"4276.81","5554.30"
"SO - 0005225","Online","WARE-MKL1006","23/8/19","29/1/20","11/2/20","18/2/20","USD",16,31,345,5,4,0.15,"2630.55","3926.20"
"SO - 0005226","Wholesale","WARE-NMK1003","1/12/19","29/1/20","19/2/20","20/2/20","USD",26,28,157,31,4,0.05,"3177.81","6231.00"
"SO - 0005227","Online","WARE-NMK1003","1/12/19","29/1/20","6/2/20","11/2/20","USD",12,33,138,12,2,0.05,"4118.62","6056.80"
"SO - 0005228","In-Store","WARE-PUJ1005","23/8/19","30/1/20","7/2/20","9/2/20","USD",7,32,273,16,4,0.075,"1327.40","2552.70"
"SO - 0005229","In-Store","WARE-UHY1004","1/12/19","30/1/20","5/2/20","8/2/20","USD",5,4,251,21,7,0.05,"882.73","1038.50"
"SO - 0005230","In-Store","WARE-UHY1004","23/8/19","30/1/20","15/2/20","16/2/20","USD",1,50,245,13,3,0.075,"5182.85","6244.40"
"SO - 0005231","In-Store","WARE-NMK1003","1/12/19","30/1/20","25/2/20","2/3/20","USD",9,11,180,42,8,0.05,"1926.25","3852.50"
"SO - 0005232","In-Store","WARE-XYS1001","1/12/19","30/1/20","20/2/20","25/2/20","USD",5,29,54,17,5,0.1,"2812.39","3906.10"
"SO - 0005233","Distributor","WARE-NMK1003","1/12/19","30/1/20","27/2/20","5/3/20","USD",22,27,176,41,1,0.2,"111.62","227.8"
"SO - 0005234","In-Store","WARE-NMK1003","1/12/19","30/1/20","14/2/20","16/2/20","USD",6,47,186,43,6,0.1,"1486.60","3457.20"
"SO - 0005235","In-Store","WARE-NMK1003","1/12/19","30/1/20","23/2/20","26/2/20","USD",4,32,199,24,8,0.05,"1712.52","2412.00"
"SO - 0005236","Wholesale","WARE-NMK1003","1/12/19","31/1/20","19/2/20","23/2/20","USD",26,39,193,9,5,0.2,"3285.41","4006.60"
"SO - 0005237","In-Store","WARE-MKL1006","23/8/19","31/1/20","19/2/20","25/2/20","USD",4,41,367,33,4,0.075,"107.13","261.3"
"SO - 0005238","Online","WARE-NBV1002","1/12/19","31/1/20","22/2/20","25/2/20","USD",18,40,86,32,5,0.05,"534.66","938"
"SO - 0005239","Online","WARE-PUJ1005","23/8/19","31/1/20","18/2/20","27/2/20","USD",16,15,269,32,3,0.05,"2150.16","3028.40"
"SO - 0005240","Online","WARE-XYS1001","1/12/19","31/1/20","20/2/20","21/2/20","USD",16,19,31,28,8,0.1,"1476.68","2546.00"
"SO - 0005241","Online","WARE-NBV1002","1/12/19","31/1/20","13/2/20","22/2/20","USD",20,24,67,1,1,0.2,"124.35","214.4"
"SO - 0005242","Online","WARE-NMK1003","23/8/19","31/1/20","23/2/20","24/2/20","USD",13,32,132,19,6,0.1,"96.48","214.4"
"SO - 0005243","Online","WARE-UHY1004","1/12/19","1/2/20","19/2/20","27/2/20","USD",19,25,217,32,5,0.05,"1922.90","3845.80"
"SO - 0005244","Wholesale","WARE-XYS1001","1/12/19","1/2/20","9/2/20","17/2/20","USD",26,43,18,16,3,0.05,"737.34","1038.50"
"SO - 0005245","In-Store","WARE-MKL1006","23/8/19","1/2/20","13/2/20","18/2/20","USD",1,10,338,37,8,0.2,"93.8","234.5"
"SO - 0005246","Distributor","WARE-NMK1003","1/12/19","1/2/20","9/2/20","17/2/20","USD",22,15,187,14,5,0.05,"443.21","904.5"
"SO - 0005247","In-Store","WARE-NMK1003","1/12/19","1/2/20","21/2/20","23/2/20","USD",10,17,112,31,3,0.075,"1019.87","1728.60"
"SO - 0005248","In-Store","WARE-UHY1004","1/12/19","1/2/20","21/2/20","28/2/20","USD",7,6,245,23,4,0.05,"312.35","743.7"
"SO - 0005249","In-Store","WARE-XYS1001","23/8/19","2/2/20","4/2/20","9/2/20","USD",1,15,9,9,8,0.2,"632.08","1192.60"
"SO - 0005250","In-Store","WARE-UHY1004","1/12/19","2/2/20","14/2/20","21/2/20","USD",5,28,206,37,3,0.075,"1392.93","2211.00"
"SO - 0005251","In-Store","WARE-NMK1003","1/12/19","2/2/20","5/2/20","11/2/20","USD",3,1,110,13,7,0.1,"502.5","837.5"
"SO - 0005252","In-Store","WARE-NMK1003","1/12/19","2/2/20","7/2/20","14/2/20","USD",11,45,178,35,7,0.05,"1603.71","2505.80"
"SO - 0005253","Wholesale","WARE-NMK1003","1/12/19","2/2/20","19/2/20","23/2/20","USD",27,33,156,19,1,0.1,"114.64","194.3"
"SO - 0005254","Online","WARE-XYS1001","23/8/19","2/2/20","11/2/20","20/2/20","USD",16,35,16,24,3,0.075,"1181.88","1969.80"
"SO - 0005255","Online","WARE-XYS1001","23/8/19","2/2/20","27/2/20","6/3/20","USD",17,13,21,15,2,0.075,"1485.79","1929.60"
"SO - 0005256","In-Store","WARE-PUJ1005","1/12/19","2/2/20","9/2/20","14/2/20","USD",3,21,315,11,2,0.1,"95.54","207.7"
"SO - 0005257","In-Store","WARE-UHY1004","1/12/19","2/2/20","11/2/20","15/2/20","USD",10,33,229,16,7,0.075,"3046.76","3906.10"
"SO - 0005258","Wholesale","WARE-PUJ1005","1/12/19","2/2/20","11/2/20","14/2/20","USD",27,14,281,34,3,0.4,"3025.85","3879.30"
"SO - 0005259","In-Store","WARE-NBV1002","23/8/19","2/2/20","4/2/20","13/2/20","USD",4,48,76,38,8,0.05,"1999.82","2438.80"
"SO - 0005260","Online","WARE-UHY1004","23/8/19","3/2/20","20/2/20","23/2/20","USD",19,12,261,21,7,0.05,"1070.66","2278.00"
"SO - 0005261","In-Store","WARE-NMK1003","1/12/19","3/2/20","1/3/20","7/3/20","USD",7,33,143,41,5,0.075,"4803.03","6237.70"
"SO - 0005262","Online","WARE-PUJ1005","1/12/19","3/2/20","7/2/20","16/2/20","USD",20,7,262,42,4,0.05,"4180.93","5098.70"
"SO - 0005263","Distributor","WARE-PUJ1005","1/12/19","3/2/20","22/2/20","26/2/20","USD",25,10,311,13,1,0.075,"1515.54","1943.00"
"SO - 0005264","Online","WARE-UHY1004","23/8/19","3/2/20","2/3/20","11/3/20","USD",19,23,209,19,6,0.05,"354.36","824.1"
"SO - 0005265","Distributor","WARE-PUJ1005","23/8/19","3/2/20","8/2/20","10/2/20","USD",21,23,268,10,3,0.3,"600.32","1072.00"
"SO - 0005266","In-Store","WARE-NBV1002","1/12/19","3/2/20","24/2/20","27/2/20","USD",1,31,73,21,6,0.15,"1904.48","2539.30"
"SO - 0005267","Online","WARE-XYS1001","23/8/19","3/2/20","1/3/20","6/3/20","USD",16,21,45,10,3,0.075,"1195.95","2345.00"
"SO - 0005268","Wholesale","WARE-PUJ1005","1/12/19","3/2/20","5/2/20","12/2/20","USD",28,3,296,8,7,0.4,"563.81","1025.10"
"SO - 0005269","Distributor","WARE-XYS1001","1/12/19","4/2/20","21/2/20","29/2/20","USD",24,8,29,25,8,0.05,"545.38","991.6"
"SO - 0005270","Online","WARE-NBV1002","1/12/19","4/2/20","16/2/20","18/2/20","USD",18,8,85,42,4,0.075,"1735.30","2345.00"
"SO - 0005271","In-Store","WARE-XYS1001","1/12/19","4/2/20","19/2/20","29/2/20","USD",8,44,20,41,8,0.05,"1276.35","1701.80"
"SO - 0005272","In-Store","WARE-NBV1002","1/12/19","4/2/20","3/3/20","11/3/20","USD",11,27,63,22,5,0.2,"123.68","174.2"
"SO - 0005273","In-Store","WARE-PUJ1005","23/8/19","4/2/20","15/2/20","21/2/20","USD",8,17,275,42,7,0.15,"868.05","1058.60"
"SO - 0005274","Distributor","WARE-NBV1002","1/12/19","4/2/20","9/2/20","12/2/20","USD",21,3,64,6,4,0.05,"2379.84","3966.40"
"SO - 0005275","Distributor","WARE-UHY1004","23/8/19","5/2/20","3/3/20","9/3/20","USD",22,19,227,16,6,0.1,"120.6","201"
"SO - 0005276","Distributor","WARE-NMK1003","1/12/19","5/2/20","29/2/20","5/3/20","USD",22,43,203,36,8,0.1,"1462.21","2358.40"
"SO - 0005277","Wholesale","WARE-UHY1004","1/12/19","5/2/20","29/2/20","6/3/20","USD",28,9,237,17,6,0.15,"3066.32","6257.80"
"SO - 0005278","In-Store","WARE-UHY1004","1/12/19","5/2/20","27/2/20","2/3/20","USD",7,18,231,5,7,0.15,"689.16","931.3"
"SO - 0005279","Online","WARE-XYS1001","23/8/19","5/2/20","9/2/20","11/2/20","USD",18,9,27,31,1,0.05,"750.4","1172.50"
"SO - 0005280","In-Store","WARE-MKL1006","23/8/19","6/2/20","29/2/20","3/3/20","USD",8,26,362,14,4,0.1,"1288.34","1922.90"
"SO - 0005281","Online","WARE-NBV1002","1/12/19","6/2/20","12/2/20","20/2/20","USD",13,12,77,17,2,0.15,"1098.80","2747.00"
"SO - 0005282","In-Store","WARE-UHY1004","1/12/19","6/2/20","16/2/20","25/2/20","USD",5,15,212,24,6,0.075,"2267.35","5272.90"
"SO - 0005283","In-Store","WARE-NMK1003","1/12/19","6/2/20","12/2/20","16/2/20","USD",4,12,196,25,7,0.1,"1640.83","2646.50"
"SO - 0005284","In-Store","WARE-MKL1006","23/8/19","6/2/20","18/2/20","19/2/20","USD",5,50,342,33,2,0.1,"1874.93","3906.10"
"SO - 0005285","Online","WARE-UHY1004","23/8/19","6/2/20","27/2/20","28/2/20","USD",17,9,233,17,2,0.075,"498.48","1038.50"
"SO - 0005286","In-Store","WARE-PUJ1005","1/12/19","6/2/20","14/2/20","17/2/20","USD",10,35,284,45,5,0.075,"486.82","1159.10"
"SO - 0005287","In-Store","WARE-PUJ1005","1/12/19","6/2/20","19/2/20","20/2/20","USD",1,32,297,42,6,0.4,"1167.14","2244.50"
"SO - 0005288","In-Store","WARE-PUJ1005","1/12/19","6/2/20","28/2/20","29/2/20","USD",10,17,288,29,7,0.05,"1418.06","1708.50"
"SO - 0005289","Online","WARE-NMK1003","23/8/19","7/2/20","23/2/20","4/3/20","USD",20,43,109,38,1,0.15,"830.8","1038.50"
"SO - 0005290","Online","WARE-NMK1003","1/12/19","7/2/20","24/2/20","25/2/20","USD",13,38,138,14,4,0.2,"2069.50","3832.40"
"SO - 0005291","Online","WARE-NMK1003","23/8/19","7/2/20","3/3/20","5/3/20","USD",20,14,173,4,2,0.05,"1379.93","1815.70"
"SO - 0005292","Online","WARE-UHY1004","1/12/19","7/2/20","22/2/20","28/2/20","USD",20,5,233,31,8,0.075,"753.55","1092.10"
"SO - 0005293","Distributor","WARE-NMK1003","1/12/19","7/2/20","15/2/20","19/2/20","USD",22,35,177,8,5,0.1,"540.29","1125.60"
"SO - 0005294","In-Store","WARE-PUJ1005","23/8/19","7/2/20","11/2/20","12/2/20","USD",3,6,313,8,7,0.05,"139.36","214.4"
"SO - 0005295","Online","WARE-NBV1002","23/8/19","8/2/20","25/2/20","1/3/20","USD",15,44,69,1,6,0.15,"2677.52","3477.30"
"SO - 0005296","In-Store","WARE-NMK1003","1/12/19","8/2/20","16/2/20","24/2/20","USD",5,24,108,28,3,0.05,"713.55","1005.00"
"SO - 0005297","Wholesale","WARE-NMK1003","1/12/19","8/2/20","3/3/20","7/3/20","USD",26,9,120,17,8,0.075,"1172.84","2606.30"
"SO - 0005298","In-Store","WARE-XYS1001","1/12/19","8/2/20","5/3/20","13/3/20","USD",11,2,40,37,2,0.075,"2068.96","2586.20"
"SO - 0005299","Online","WARE-NMK1003","1/12/19","8/2/20","26/2/20","4/3/20","USD",16,8,110,35,2,0.2,"4432.05","5909.40"
"SO - 0005300","Online","WARE-NMK1003","1/12/19","8/2/20","28/2/20","3/3/20","USD",16,34,202,41,6,0.05,"1862.06","3879.30"
"SO - 0005301","In-Store","WARE-XYS1001","1/12/19","9/2/20","20/2/20","28/2/20","USD",9,39,7,21,1,0.1,"175.67","254.6"
"SO - 0005302","Online","WARE-PUJ1005","1/12/19","9/2/20","13/2/20","18/2/20","USD",16,1,326,6,5,0.075,"1018.13","1755.40"
"SO - 0005303","Online","WARE-UHY1004","23/8/19","9/2/20","13/2/20","18/2/20","USD",12,13,238,9,4,0.075,"479.05","958.1"
"SO - 0005304","In-Store","WARE-UHY1004","1/12/19","9/2/20","3/3/20","8/3/20","USD",7,27,255,11,3,0.1,"419.15","911.2"
"SO - 0005305","Wholesale","WARE-NMK1003","1/12/19","9/2/20","19/2/20","20/2/20","USD",28,46,95,20,3,0.1,"446.89","971.5"
"SO - 0005306","Wholesale","WARE-NMK1003","23/8/19","9/2/20","5/3/20","6/3/20","USD",26,24,148,10,2,0.15,"216.41","254.6"
"SO - 0005307","In-Store","WARE-UHY1004","23/8/19","9/2/20","24/2/20","26/2/20","USD",11,23,241,10,5,0.075,"100.5","201"
"SO - 0005308","In-Store","WARE-NMK1003","1/12/19","9/2/20","17/2/20","19/2/20","USD",8,26,101,35,2,0.05,"130.65","167.5"
"SO - 0005309","In-Store","WARE-MKL1006","1/12/19","9/2/20","7/3/20","8/3/20","USD",7,22,352,21,6,0.075,"1653.69","3845.80"
"SO - 0005310","In-Store","WARE-NBV1002","23/8/19","9/2/20","15/2/20","23/2/20","USD",5,39,84,29,3,0.4,"722.8","1165.80"
"SO - 0005311","Distributor","WARE-UHY1004","1/12/19","10/2/20","28/2/20","2/3/20","USD",24,9,239,37,1,0.1,"526.22","1031.80"
"SO - 0005312","Online","WARE-XYS1001","1/12/19","10/2/20","27/2/20","1/3/20","USD",18,36,45,45,2,0.15,"650.91","971.5"
"SO - 0005313","In-Store","WARE-NBV1002","1/12/19","10/2/20","7/3/20","15/3/20","USD",5,4,71,10,8,0.15,"773.45","1045.20"
"SO - 0005314","Online","WARE-NMK1003","1/12/19","10/2/20","27/2/20","4/3/20","USD",19,28,166,17,7,0.05,"2170.80","2680.00"
"SO - 0005315","Wholesale","WARE-NMK1003","1/12/19","10/2/20","24/2/20","3/3/20","USD",26,6,162,29,3,0.05,"222.11","261.3"
"SO - 0005316","In-Store","WARE-UHY1004","1/12/19","10/2/20","17/2/20","27/2/20","USD",2,16,223,17,4,0.05,"4428.43","6150.60"
"SO - 0005317","In-Store","WARE-NMK1003","23/8/19","10/2/20","29/2/20","3/3/20","USD",8,14,150,25,3,0.15,"137.08","207.7"
"SO - 0005318","In-Store","WARE-XYS1001","23/8/19","10/2/20","18/2/20","20/2/20","USD",8,9,19,2,5,0.05,"445.01","1085.40"
"SO - 0005319","In-Store","WARE-NBV1002","23/8/19","10/2/20","23/2/20","25/2/20","USD",9,38,59,40,7,0.075,"4656.37","5969.70"
"SO - 0005320","Online","WARE-NBV1002","1/12/19","10/2/20","9/3/20","15/3/20","USD",13,12,59,4,4,0.05,"2509.15","3584.50"
"SO - 0005321","Distributor","WARE-PUJ1005","23/8/19","10/2/20","18/2/20","21/2/20","USD",21,20,320,15,7,0.075,"1414.10","2318.20"
"SO - 0005322","In-Store","WARE-NMK1003","1/12/19","10/2/20","23/2/20","29/2/20","USD",9,26,198,2,5,0.2,"1304.49","2371.80"
"SO - 0005323","Online","WARE-NMK1003","1/12/19","10/2/20","23/2/20","29/2/20","USD",13,49,118,4,6,0.05,"999.91","1922.90"
"SO - 0005324","Online","WARE-XYS1001","1/12/19","11/2/20","24/2/20","29/2/20","USD",14,50,16,42,6,0.3,"641.19","971.5"
"SO - 0005325","In-Store","WARE-NMK1003","1/12/19","11/2/20","13/2/20","20/2/20","USD",10,44,136,29,6,0.3,"633.95","1112.20"
"SO - 0005326","Online","WARE-PUJ1005","23/8/19","11/2/20","22/2/20","27/2/20","USD",18,49,316,10,7,0.15,"771.04","917.9"
"SO - 0005327","In-Store","WARE-NBV1002","1/12/19","11/2/20","15/2/20","19/2/20","USD",2,9,61,31,8,0.3,"596.37","864.3"
"SO - 0005328","In-Store","WARE-NMK1003","1/12/19","11/2/20","7/3/20","14/3/20","USD",9,46,129,16,2,0.05,"868.32","1072.00"
"SO - 0005329","In-Store","WARE-NBV1002","1/12/19","11/2/20","28/2/20","3/3/20","USD",11,46,63,6,1,0.1,"949.93","1862.60"
"SO - 0005330","In-Store","WARE-NMK1003","23/8/19","11/2/20","8/3/20","13/3/20","USD",7,39,191,27,1,0.075,"1695.10","3852.50"
"SO - 0005331","Online","WARE-NBV1002","1/12/19","11/2/20","18/2/20","23/2/20","USD",13,15,84,8,3,0.05,"560.92","1078.70"
"SO - 0005332","Distributor","WARE-NMK1003","1/12/19","12/2/20","16/2/20","19/2/20","USD",23,20,106,9,1,0.4,"1860.99","3323.20"
"SO - 0005333","In-Store","WARE-NBV1002","1/12/19","12/2/20","9/3/20","16/3/20","USD",3,15,84,33,7,0.2,"1154.54","2405.30"
"SO - 0005334","Distributor","WARE-MKL1006","23/8/19","12/2/20","6/3/20","8/3/20","USD",24,20,362,28,1,0.3,"3541.42","5621.30"
"SO - 0005335","Distributor","WARE-NBV1002","1/12/19","12/2/20","14/2/20","16/2/20","USD",21,17,63,9,6,0.075,"692.45","1065.30"
"SO - 0005336","Distributor","WARE-UHY1004","1/12/19","12/2/20","18/2/20","24/2/20","USD",22,33,251,13,8,0.075,"2580.44","5266.20"
"SO - 0005337","Distributor","WARE-UHY1004","1/12/19","12/2/20","16/2/20","17/2/20","USD",23,21,228,17,7,0.05,"3002.54","3899.40"
"SO - 0005338","Wholesale","WARE-NMK1003","23/8/19","12/2/20","9/3/20","17/3/20","USD",26,23,119,14,8,0.075,"2257.16","3825.70"
"SO - 0005339","Distributor","WARE-PUJ1005","1/12/19","12/2/20","29/2/20","6/3/20","USD",24,8,316,17,1,0.05,"3767.75","5460.50"
"SO - 0005340","Online","WARE-PUJ1005","1/12/19","12/2/20","9/3/20","11/3/20","USD",17,31,276,11,2,0.2,"781.09","1165.80"
"SO - 0005341","In-Store","WARE-NMK1003","23/8/19","13/2/20","4/3/20","10/3/20","USD",9,34,98,16,7,0.1,"3142.23","3879.30"
"SO - 0005342","Wholesale","WARE-XYS1001","1/12/19","13/2/20","12/3/20","13/3/20","USD",26,30,33,46,4,0.05,"747.18","1098.80"
"SO - 0005343","Distributor","WARE-UHY1004","1/12/19","13/2/20","27/2/20","5/3/20","USD",24,12,255,28,2,0.4,"1152.67","2619.70"
"SO - 0005344","Wholesale","WARE-XYS1001","1/12/19","13/2/20","10/3/20","17/3/20","USD",28,49,40,41,5,0.1,"2273.31","3919.50"
"SO - 0005345","In-Store","WARE-PUJ1005","1/12/19","13/2/20","6/3/20","11/3/20","USD",4,49,323,26,4,0.075,"136.68","268"
"SO - 0005346","Online","WARE-NMK1003","1/12/19","13/2/20","8/3/20","9/3/20","USD",16,44,172,1,7,0.2,"759.78","1085.40"
"SO - 0005347","Online","WARE-NBV1002","1/12/19","13/2/20","6/3/20","16/3/20","USD",20,5,66,29,7,0.15,"3236.10","3852.50"
"SO - 0005348","In-Store","WARE-XYS1001","23/8/19","14/2/20","8/3/20","14/3/20","USD",5,32,15,28,7,0.15,"477.04","1192.60"
"SO - 0005349","Online","WARE-XYS1001","23/8/19","14/2/20","9/3/20","17/3/20","USD",15,32,57,9,5,0.05,"134","167.5"
"SO - 0005350","Distributor","WARE-UHY1004","1/12/19","14/2/20","28/2/20","5/3/20","USD",22,10,243,43,6,0.1,"457.28","703.5"
"SO - 0005351","In-Store","WARE-PUJ1005","1/12/19","14/2/20","29/2/20","9/3/20","USD",4,27,282,35,8,0.075,"95.68","227.8"
"SO - 0005352","In-Store","WARE-XYS1001","23/8/19","14/2/20","7/3/20","8/3/20","USD",4,19,7,2,5,0.05,"761.12","1072.00"
