"as_of_year","respondent_id","agency_name","agency_abbr","agency_code","loan_type_name","loan_type","property_type_name","property_type","loan_purpose_name","loan_purpose","owner_occupancy_name","owner_occupancy","loan_amount_000s","preapproval_name","preapproval","action_taken_name","action_taken","msamd_name","msamd","state_name","state_abbr","state_code","county_name","county_code","census_tract_number","applicant_ethnicity_name","applicant_ethnicity","co_applicant_ethnicity_name","co_applicant_ethnicity","applicant_race_name_1","applicant_race_1","applicant_race_name_2","applicant_race_2","applicant_race_name_3","applicant_race_3","applicant_race_name_4","applicant_race_4","applicant_race_name_5","applicant_race_5","co_applicant_race_name_1","co_applicant_race_1","co_applicant_race_name_2","co_applicant_race_2","co_applicant_race_name_3","co_applicant_race_3","co_applicant_race_name_4","co_applicant_race_4","co_applicant_race_name_5","co_applicant_race_5","applicant_sex_name","applicant_sex","co_applicant_sex_name","co_applicant_sex","applicant_income_000s","purchaser_type_name","purchaser_type","denial_reason_name_1","denial_reason_1","denial_reason_name_2","denial_reason_2","denial_reason_name_3","denial_reason_3","rate_spread","hoepa_status_name","hoepa_status","lien_status_name","lien_status","edit_status_name","edit_status","sequence_number","population","minority_population","hud_median_family_income","tract_to_msamd_income","number_of_owner_occupied_units","number_of_1_to_4_family_units","application_date_indicator"
2017,"471809999","Department of Housing and Urban Development","HUD",7,"VA-guaranteed",3,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,207,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,141,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"451965","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,238,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Male",1,101,"Freddie Mac (FHLMC)",3,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"13-6131491","Department of Housing and Urban Development","HUD",7,"FSA/RHS-guaranteed",4,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,247,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,80,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"146672","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,407,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,177,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"26-0402100","Department of Housing and Urban Development","HUD",7,"FHA-insured",2,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,208,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Hispanic or Latino",1,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,53,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"7505400005","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,214,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,57,"Freddie Mac (FHLMC)",3,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"22-3039688","Department of Housing and Urban Development","HUD",7,"FSA/RHS-guaranteed",4,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,150,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,54,"Other type of purchaser",9,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"4093","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,325,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,91,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"20-2749403","Office of the Comptroller of the Currency","OCC",1,"FSA/RHS-guaranteed",4,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,176,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Female",2,"Male",1,62,"Life insurance company, credit union, mortgage bank, or finance company",7,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"20-1832276","Department of Housing and Urban Development","HUD",7,"FHA-insured",2,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,62,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,20,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"43-1965151","Department of Housing and Urban Development","HUD",7,"VA-guaranteed",3,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,175,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,NA,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"4093","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,260,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,92,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"26-0402100","Department of Housing and Urban Development","HUD",7,"VA-guaranteed",3,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,258,"Preapproval was not requested",2,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Hispanic or Latino",1,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,72,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"25143","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,142,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,85,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"4093","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,148,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Not Hispanic or Latino",2,"No co-applicant",5,"Asian",2,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,NA,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"1635900004","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,387,"Preapproval was requested",1,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Not Hispanic or Latino",2,"No co-applicant",5,"Black or African American",3,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,235,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"74-2508160","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,135,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,39,"Freddie Mac (FHLMC)",3,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"451965","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,334,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,138,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"75-2695327","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,208,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,95,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"146672","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,136,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,49,"Freddie Mac (FHLMC)",3,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"21122","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,264,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,88,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"75-2921540","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,116,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,90,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"619877","Consumer Financial Protection Bureau","CFPB",9,"VA-guaranteed",3,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,234,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,98,"Ginnie Mae (GNMA)",2,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"25103","Federal Deposit Insurance Corporation","FDIC",3,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,282,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,146,"Life insurance company, credit union, mortgage bank, or finance company",7,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"68681","National Credit Union Administration","NCUA",5,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,175,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9504,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,55,"Life insurance company, credit union, mortgage bank, or finance company",7,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,8201,33.63999939,81400,76.80000305,2154,3184,NA
2017,"23-2769131","Department of Housing and Urban Development","HUD",7,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,260,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,75,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"75-2695327","Department of Housing and Urban Development","HUD",7,"FSA/RHS-guaranteed",4,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,138,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Hispanic or Latino",1,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,38,"Life insurance company, credit union, mortgage bank, or finance company",7,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"4093","Office of the Comptroller of the Currency","OCC",1,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home improvement",2,"Owner-occupied as a principal dwelling",1,150,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Not Hispanic or Latino",2,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Female",2,80,"Loan was not originated or was not sold in calendar year covered by register",0,NA,NA,NA,NA,NA,NA,1.56,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"619877","Consumer Financial Protection Bureau","CFPB",9,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,149,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Hispanic or Latino",1,"Not Hispanic or Latino",2,"White",5,"",NA,"",NA,"",NA,"",NA,"White",5,"",NA,"",NA,"",NA,"",NA,"Male",1,"Male",1,97,"Fannie Mae (FNMA)",1,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"4093","Office of the Comptroller of the Currency","OCC",1,"FSA/RHS-guaranteed",4,"One-to-four family dwelling (other than manufactured housing)",1,"Home purchase",1,"Owner-occupied as a principal dwelling",1,177,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Not Hispanic or Latino",2,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Male",1,"No co-applicant",5,81,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
2017,"646453","Federal Reserve System","FRS",2,"Conventional",1,"One-to-four family dwelling (other than manufactured housing)",1,"Refinancing",3,"Owner-occupied as a principal dwelling",1,319,"Not applicable",3,"Loan originated",1,"Austin, Round Rock - TX",12420,"Texas","TX",48,"Bastrop County",21,9503,"Hispanic or Latino",1,"No co-applicant",5,"White",5,"",NA,"",NA,"",NA,"",NA,"No co-applicant",8,"",NA,"",NA,"",NA,"",NA,"Female",2,"No co-applicant",5,105,"Commercial bank, savings bank or savings association",6,NA,NA,NA,NA,NA,NA,NA,"Not a HOEPA loan",2,"Secured by a first lien",1,NA,NA,NA,14320,39.59999847,81400,97.93000031,3631,5124,NA
