"Marital.status","Application.order","Course","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Curricular.units.1st.sem..credited.","Curricular.units.1st.sem..enrolled.","Curricular.units.1st.sem..evaluations.","Curricular.units.1st.sem..approved.","Curricular.units.1st.sem..grade.","Curricular.units.1st.sem..without.evaluations.","Curricular.units.2nd.sem..credited.","Curricular.units.2nd.sem..enrolled.","Curricular.units.2nd.sem..evaluations.","Curricular.units.2nd.sem..approved.","Curricular.units.2nd.sem..grade.","Curricular.units.2nd.sem..without.evaluations.","Unemployment.rate","Inflation.rate","GDP","Target"
"Single",1,9500,1,"Secondary education",136,1,1,"Administrative staff","Other",123.8,0,0,0,1,0,0,19,0,0,7,10,6,11.6142857142857,0,0,8,8,8,14.0375,0,13.9,-0.3,0.79,"Graduate"
"Single",6,9500,1,"Secondary education",141,1,19,"Other","Other",126.7,1,0,0,1,0,1,18,0,0,8,8,7,14.3142857142857,0,0,8,8,7,14.3142857142857,0,12.7,3.7,-1.7,"Graduate"
"Single",3,9500,1,"Secondary education",102,1,19,"Unskilled worker","Personal Services, Security and Safety Workers and Sellers",100.6,1,0,0,1,0,1,20,0,0,7,9,6,12.7666666666667,0,0,8,10,7,12.1285714285714,0,12.4,0.5,1.79,"Graduate"
"Single",1,9853,1,"Secondary education",126,1,37,"Other","Unskilled worker",132.7,0,0,0,1,0,1,18,0,0,6,7,6,12.6666666666667,0,0,6,7,5,12.2,0,10.8,1.4,1.74,"Graduate"
"Single",3,9500,1,"Secondary education",128,38,38,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",118.6,1,0,0,1,0,1,19,0,0,7,9,6,11.8142857142857,0,0,8,8,7,13.5428571428571,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9070,1,"Secondary education",115,19,1,"Intermediate Level Technicians and Professions","Other",123.4,0,0,0,1,0,0,23,0,1,6,8,6,13,1,0,6,8,6,11.875,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9670,1,"Secondary education",125,37,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124,0,0,0,1,0,0,19,0,0,6,7,6,14.8571428571429,0,0,6,6,6,13.3333333333333,0,12.4,0.5,1.79,"Graduate"
"Single",6,9500,1,"Secondary education",137,1,3,"Intermediate Level Technicians and Professions","Other",121.3,1,0,0,1,0,0,20,0,0,7,7,6,12.6,0,0,7,7,6,12.6,0,7.6,2.6,0.32,"Graduate"
"Single",1,9254,1,"Secondary education",122,1,19,"Administrative staff","Intermediate Level Technicians and Professions",130.4,1,0,0,1,0,0,18,0,0,6,10,5,11.8,0,0,6,10,5,12.2,0,11.1,0.6,2.02,"Graduate"
"Single",1,9500,1,"Secondary education",128,38,38,"Other","Skilled Workers in Industry, Construction and Craftsmen",131.5,0,0,0,1,0,0,18,0,0,8,8,8,12.77125,0,0,8,8,8,12.77125,0,9.4,-0.8,-3.12,"Graduate"
"Single",2,9254,1,"Secondary education",128,38,38,"Unskilled worker","Unskilled worker",129.1,1,0,0,1,0,0,18,0,0,6,6,6,12.6666666666667,0,0,6,7,5,14.6,0,11.1,0.6,2.02,"Graduate"
"Single",2,9500,1,"Secondary education",135,37,1,"Other","Skilled Workers in Industry, Construction and Craftsmen",132.8,1,0,0,1,0,1,18,0,0,8,12,7,11.7214285714286,0,0,8,12,7,11.7214285714286,0,12.7,3.7,-1.7,"Graduate"
"Single",2,9773,1,"Secondary education",138,19,1,"Unskilled worker","Intermediate Level Technicians and Professions",133.5,1,0,0,1,0,0,18,0,0,6,6,6,12.6666666666667,0,0,6,6,6,13.6666666666667,0,12.7,3.7,-1.7,"Graduate"
"Single",2,9670,1,"Secondary education",140,34,34,"Other","Other",100,0,0,0,1,0,0,28,0,0,5,6,4,12.5,0,0,5,7,4,11.75,0,7.6,2.6,0.32,"Graduate"
"Single",1,9130,1,"Secondary education",130,3,19,"Other","Unskilled worker",115.9,0,0,0,1,0,0,18,0,0,5,14,2,12,2,0,5,6,5,12.6,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9238,1,"Secondary education",150,3,37,"Other","Other",132.5,1,0,0,0,0,0,20,1,0,6,9,5,13,0,0,6,7,6,13.5,0,13.9,-0.3,0.79,"Graduate"
"Single",2,9500,1,"Secondary education",145,4,2,"Other","Intermediate Level Technicians and Professions",127.3,1,0,0,1,1,0,18,0,0,8,8,7,11.69,0,0,8,8,7,11.69,0,10.8,1.4,1.74,"Graduate"
"Single",1,9991,0,"Secondary education",150,3,3,"Administrative staff","Other",100,1,0,0,1,1,0,24,0,0,5,10,4,11.5,0,0,5,11,5,11.2857142857143,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9254,1,"Secondary education",127,3,19,"Administrative staff","Other",116.9,0,0,0,1,1,0,21,0,0,6,7,5,11,0,0,6,7,5,12.4,0,15.5,2.8,-4.06,"Graduate"
"Single",1,9500,1,"Secondary education",127,19,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",160,0,0,0,1,1,0,28,0,0,7,7,7,14.5285714285714,0,0,8,11,8,15.0181818181818,0,16.2,0.3,-0.92,"Graduate"
"Single",1,9003,1,"Some higher education",150,1,19,"Administrative staff","Other",150,0,0,0,1,1,1,21,0,0,6,8,6,13,0,0,6,10,6,12.625,0,15.5,2.8,-4.06,"Graduate"
"Single",1,9500,1,"Secondary education",154,1,1,"Personal Services, Security and Safety Workers and Sellers","Intermediate Level Technicians and Professions",144.9,0,0,0,1,1,1,18,0,0,7,7,7,15.9571428571429,0,0,8,9,8,15.1888888888889,0,16.2,0.3,-0.92,"Graduate"
"Single",1,171,1,"Secondary education",161,37,37,"Unskilled worker","Unskilled worker",144.2,1,0,0,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,"Graduate"
"Single",1,9500,1,"Secondary education",111,1,3,"Unskilled worker","Other",128.2,1,0,0,1,1,0,23,0,0,8,8,8,12.5075,0,0,8,8,8,12.5075,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9130,1,"Secondary education",132,19,38,"Unskilled worker","Unskilled worker",130.4,1,0,0,1,1,0,18,0,0,6,6,6,13.5,0,0,6,9,5,13.2,0,8.9,1.4,3.51,"Graduate"
"Single",6,9070,1,"Post-graduate studies",119,1,1,"Unskilled worker","Unskilled worker",123.2,1,0,0,1,1,0,22,0,0,6,6,6,14.1666666666667,0,0,6,8,6,13.625,0,10.8,1.4,1.74,"Graduate"
"Single",1,8014,0,"Secondary education",130,1,1,"Unskilled worker","Unskilled worker",118.1,0,0,0,1,1,0,20,0,0,6,7,6,12.1666666666667,0,0,6,9,6,12,0,7.6,2.6,0.32,"Graduate"
"Single",2,9500,1,"Secondary education",149,3,1,"Unskilled worker","Unskilled worker",137.5,0,0,0,1,1,0,19,0,0,8,8,7,13.8285714285714,0,0,8,8,7,13.8285714285714,0,12.7,3.7,-1.7,"Graduate"
"Single",5,9500,1,"Secondary education",141,12,1,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",133,1,0,0,1,0,0,18,0,0,7,8,7,12.5375,0,0,8,9,7,12.6142857142857,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9254,1,"Secondary education",102,37,37,"Other","Skilled Workers in Industry, Construction and Craftsmen",102,0,0,0,1,0,0,19,0,0,6,8,5,11.8,0,0,6,8,5,11.6,0,10.8,1.4,1.74,"Graduate"
"Single",1,9147,1,"Secondary education",143,1,19,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",133.9,0,0,0,1,0,1,18,0,0,5,5,5,15,0,0,5,5,5,15.2,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9085,1,"Secondary education",120,38,19,"Other","Other",127,0,0,0,1,0,0,19,0,0,5,7,3,12,0,0,5,7,5,13.2,0,7.6,2.6,0.32,"Graduate"
"Single",3,9254,1,"Secondary education",122,37,37,"Unskilled worker","Intermediate Level Technicians and Professions",124.5,1,0,0,1,0,0,19,0,0,6,12,6,11.6666666666667,0,0,6,14,3,12,0,7.6,2.6,0.32,"Graduate"
"Single",2,9670,1,"Secondary education",123,19,1,"Unskilled worker","Intermediate Level Technicians and Professions",117.8,1,0,0,1,0,0,18,0,0,6,6,6,13.8333333333333,0,0,6,11,6,14.5555555555556,0,10.8,1.4,1.74,"Graduate"
"Single",1,9500,1,"Some higher education",170,1,1,"Unskilled worker","Other",170,0,0,0,1,0,0,24,0,4,7,7,7,16.8857142857143,0,3,8,9,8,15.7444444444444,0,16.2,0.3,-0.92,"Graduate"
"Single",1,8014,0,"Secondary education",120,1,1,"Administrative staff","Other",150.5,0,0,0,1,0,0,27,0,0,6,6,6,12.5,0,1,6,6,6,12.3333333333333,0,15.5,2.8,-4.06,"Graduate"
"Single",6,9500,1,"Secondary education",131,38,19,"Other","Skilled Workers in Industry, Construction and Craftsmen",125.3,1,0,0,1,0,1,19,0,0,8,8,7,12.3557142857143,0,0,8,8,7,12.3557142857143,0,10.8,1.4,1.74,"Graduate"
"Single",2,9853,1,"Secondary education",112,37,37,"Other","Other",106.1,1,0,1,1,0,1,20,0,0,7,7,7,13.8571428571429,0,0,7,8,7,12.5714285714286,0,8.9,1.4,3.51,"Graduate"
"Married",1,8014,0,"Secondary education",150,1,37,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",139.9,1,0,0,1,0,0,24,0,0,6,9,5,13,0,0,6,6,6,14.1666666666667,0,9.4,-0.8,-3.12,"Graduate"
"Single",2,9238,1,"Higher education",105,37,37,"Other","Other",129.7,1,0,0,1,0,1,20,0,0,6,6,6,12.3333333333333,0,0,6,6,6,10.6666666666667,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9773,1,"Secondary education",133.1,3,19,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",105,1,0,0,1,0,0,20,0,0,6,6,6,13.8333333333333,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,"Graduate"
"Single",1,8014,0,"Some higher education",130,37,38,"Other","Other",130,1,0,0,1,0,0,23,0,5,9,10,9,10.8888888888889,0,3,8,10,6,11.3333333333333,0,11.1,0.6,2.02,"Graduate"
"Single",3,9500,1,"Secondary education",106,19,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",109.5,1,0,0,1,0,0,19,0,0,7,8,7,13.025,0,0,8,9,8,13.8111111111111,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9773,1,"Secondary education",134,19,37,"Unskilled worker","Unskilled worker",131.6,1,1,0,1,0,0,19,0,0,6,10,5,11.8,0,0,6,10,5,12,0,10.8,1.4,1.74,"Graduate"
"Single",1,9500,1,"Secondary education",133.1,19,37,"Unskilled worker","Unskilled worker",120,0,0,0,1,0,1,25,0,0,8,8,7,12.0428571428571,0,0,8,8,7,12.0428571428571,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9500,1,"Secondary education",136,1,19,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",136.4,0,0,0,1,0,1,19,0,0,7,8,7,12.8375,0,0,8,8,8,15.5,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9556,1,"Secondary education",120,38,38,"Other","Other",120,0,0,1,1,0,1,24,0,0,7,13,7,11,0,0,8,13,7,11.7,0,12.7,3.7,-1.7,"Graduate"
"Single",5,9238,1,"Secondary education",122,37,37,"Other","Personal Services, Security and Safety Workers and Sellers",112.9,1,0,0,1,0,1,19,0,0,6,8,6,12.125,0,0,6,7,6,12.7142857142857,0,16.2,0.3,-0.92,"Graduate"
"Single",5,9500,1,"Secondary education",147,37,37,"Unskilled worker","Unskilled worker",134.3,0,0,0,1,0,1,18,0,0,8,12,7,12.6285714285714,0,0,8,12,7,12.6285714285714,0,12.7,3.7,-1.7,"Graduate"
"Single",3,9238,1,"Secondary education",121,1,1,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",117.2,0,0,0,1,0,0,19,0,0,6,11,5,11.2,0,0,6,13,5,11.6,0,15.5,2.8,-4.06,"Graduate"
"Married",1,9991,0,"Higher education",140,19,19,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",152.4,0,0,0,1,0,0,26,0,0,5,5,5,12,0,0,5,6,5,14.8333333333333,0,10.8,1.4,1.74,"Graduate"
"Single",2,9556,1,"Secondary education",120,1,19,"Administrative staff","Intermediate Level Technicians and Professions",110.2,0,0,0,1,0,0,27,0,0,7,9,7,12.2285714285714,0,1,8,10,8,13.2125,0,10.8,1.4,1.74,"Graduate"
"Single",1,9670,1,"Secondary education",117,1,38,"Personal Services, Security and Safety Workers and Sellers","Other",113.5,1,0,0,1,0,0,20,0,0,5,6,4,11.5,0,0,5,5,4,10.75,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9238,1,"Secondary education",151,19,1,"Personal Services, Security and Safety Workers and Sellers","Other",144.4,1,0,0,1,0,0,18,0,0,6,8,6,15.375,0,0,6,7,6,16.4285714285714,0,16.2,0.3,-0.92,"Graduate"
"Single",1,9500,1,"Secondary education dropout",133.1,1,5,"Administrative staff","Intermediate Level Technicians and Professions",100,0,0,0,1,0,0,24,0,0,8,11,7,12.6142857142857,0,0,8,11,7,12.6142857142857,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9238,1,"Some higher education",130,38,38,"Other","Unskilled worker",126.3,1,0,0,1,0,1,19,0,3,6,7,5,12.2,0,2,6,6,6,11.5,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9773,1,"Secondary education",125,19,38,"Intermediate Level Technicians and Professions","Personal Services, Security and Safety Workers and Sellers",115.9,0,0,0,1,0,0,19,0,0,6,13,4,11.75,0,0,6,10,4,11,0,10.8,1.4,1.74,"Graduate"
"Single",1,8014,0,"Secondary education",121,1,38,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",112.3,0,0,0,1,0,0,22,0,14,16,16,13,10.9230769230769,0,13,13,13,11,11.4545454545455,0,16.2,0.3,-0.92,"Graduate"
"Single",1,9070,1,"Secondary education",141,1,19,"Personal Services, Security and Safety Workers and Sellers","Other",127,0,0,0,1,0,0,20,0,0,6,6,5,12.4,0,0,6,9,5,12.4,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9003,1,"Some higher education",180,1,3,"Administrative staff","Other",180,0,0,0,1,0,0,21,0,0,6,6,6,15.8333333333333,0,0,6,8,6,15.5,0,15.5,2.8,-4.06,"Graduate"
"Single",3,9670,1,"Secondary education",126,37,37,"Other","Other",136.5,1,0,0,1,0,0,18,0,0,5,7,3,12,0,0,5,7,4,13.25,1,7.6,2.6,0.32,"Graduate"
"Single",3,9500,1,"Secondary education",143,3,3,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",129,1,0,0,1,1,0,19,0,0,7,8,7,13.3625,0,0,8,9,8,14.4444444444444,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9085,1,"Secondary education",144,3,3,"Other","Other",137.6,1,0,0,1,0,1,19,1,0,5,6,5,15.4,0,0,5,5,5,16,0,10.8,1.4,1.74,"Graduate"
"Single",1,9238,1,"Some higher education",140,38,38,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",129.1,1,0,0,1,0,1,20,0,6,11,11,11,12.8181818181818,0,6,11,11,11,13.5454545454545,0,12.4,0.5,1.79,"Graduate"
"Single",1,9500,1,"Secondary education",100,19,37,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",134.3,1,0,0,1,0,0,28,0,12,17,21,17,13.3947368421053,0,11,17,19,17,13.5547368421053,0,16.2,0.3,-0.92,"Graduate"
"Single",4,9500,1,"Secondary education",135,1,19,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",123.5,1,0,0,1,0,1,19,0,0,7,8,7,12.2857142857143,0,0,8,10,8,11.7375,0,12.4,0.5,1.79,"Graduate"
"Single",2,9070,1,"Secondary education",121,19,19,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",116.1,1,0,0,1,0,0,22,0,0,6,7,6,11.6666666666667,0,0,6,7,5,13.2,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9254,1,"Secondary education",116,38,38,"Personal Services, Security and Safety Workers and Sellers","Other",110.8,1,0,0,1,0,0,18,0,0,6,8,6,12.1666666666667,0,0,6,6,6,13.5,0,11.1,0.6,2.02,"Graduate"
"Single",4,9070,1,"Secondary education",160,1,19,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",155.5,1,0,0,1,0,0,18,0,0,6,6,6,14,0,0,6,6,6,15,0,11.1,0.6,2.02,"Graduate"
"Single",1,171,1,"Secondary education",151,3,3,"Other","Personal Services, Security and Safety Workers and Sellers",161.9,1,0,0,1,0,1,19,1,0,0,0,0,0,0,0,0,0,0,0,0,13.9,-0.3,0.79,"Graduate"
"Single",2,9254,1,"Secondary education",124,19,38,"Unskilled worker","Unskilled worker",123.3,1,0,0,1,0,0,22,1,0,6,7,6,10.8333333333333,0,0,6,6,6,10.6666666666667,0,13.9,-0.3,0.79,"Graduate"
"Divorced",1,9003,1,"Secondary education dropout",133.1,37,37,"Unskilled worker","Unskilled worker",110,0,0,0,1,1,0,49,0,6,12,17,7,12,0,3,12,19,9,11.2222222222222,0,15.5,2.8,-4.06,"Graduate"
"Single",3,9500,1,"Secondary education",133,38,19,"Unskilled worker","Other",128.8,1,0,0,1,1,0,18,0,0,7,8,7,11.8375,0,0,8,9,8,12.48125,0,13.9,-0.3,0.79,"Graduate"
"Widower",1,9991,0,"Secondary education",120,37,1,"Unskilled worker","Other",170,0,0,0,1,1,0,43,0,0,5,5,5,11.8,0,0,5,6,5,14,0,9.4,-0.8,-3.12,"Graduate"
"Married",1,9003,1,"Secondary education",133.1,37,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",136,0,0,0,1,1,0,41,0,18,19,19,19,12.6842105263158,0,12,13,13,13,12.3846153846154,0,15.5,2.8,-4.06,"Graduate"
"Married",1,9130,1,"Secondary education dropout",133.1,2,1,"Other","Unskilled worker",157,1,0,0,1,1,0,44,0,1,5,13,4,14,3,1,5,9,4,15.5,2,10.8,1.4,1.74,"Graduate"
"Single",1,9238,1,"Secondary education dropout",100,37,37,"Unskilled worker","Unskilled worker",124.3,0,0,0,1,1,0,47,0,3,9,9,9,13.1111111111111,0,3,7,7,7,14.8571428571429,0,10.8,1.4,1.74,"Graduate"
"Married",1,9003,1,"Secondary education",150,37,37,"Unskilled worker","Other",140,0,0,0,1,1,0,60,0,17,18,18,18,14.1111111111111,0,11,13,13,13,14.2307692307692,0,15.5,2.8,-4.06,"Graduate"
"Married",1,9254,1,"Secondary education",120,1,19,"Unskilled worker","Unskilled worker",148.3,0,0,0,1,1,0,47,0,6,11,11,11,14.7272727272727,0,6,9,9,9,15.7777777777778,0,10.8,1.4,1.74,"Graduate"
"Single",1,9500,1,"Secondary education",143,3,3,"Other","Other",129,0,0,0,1,1,0,18,0,0,8,8,7,13.1057142857143,0,0,8,8,7,13.1057142857143,0,10.8,1.4,1.74,"Graduate"
"Single",1,8014,0,"Secondary education",161,19,37,"Administrative staff","Other",100,0,0,0,1,1,0,44,0,9,13,18,13,11.8461538461538,0,9,11,11,11,12,0,12.7,3.7,-1.7,"Graduate"
"Divorced",1,9500,1,"Higher education",140,37,38,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",140,0,0,0,1,1,0,51,0,4,7,7,7,15.2,0,6,8,8,8,16.575,0,13.9,-0.3,0.79,"Graduate"
"Single",1,9670,1,"Secondary education",140,12,5,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",126.6,0,0,0,1,1,0,19,0,2,6,7,6,14.4285714285714,0,1,7,8,7,14.375,0,11.1,0.6,2.02,"Graduate"
"Single",2,171,1,"Secondary education",131,19,1,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",131.4,1,0,0,1,1,0,20,1,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,"Graduate"
"Single",1,9003,1,"Some higher education",140,2,1,"Administrative staff","Other",140,0,0,0,1,1,0,21,0,0,6,12,5,12.1428571428571,0,0,6,11,5,11.6666666666667,0,13.9,-0.3,0.79,"Graduate"
"Married",2,9147,1,"Secondary education",130,19,37,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",140,0,0,0,1,1,0,34,0,0,5,10,3,11.6666666666667,1,0,5,7,4,12.75,0,9.4,-0.8,-3.12,"Graduate"
"Single",2,9670,1,"Secondary education",110,3,3,"Administrative staff","Other",115.6,1,0,0,1,1,0,21,0,0,6,10,6,11.875,0,0,6,8,5,12,0,11.1,0.6,2.02,"Graduate"
"Single",1,9254,1,"Secondary education",136,3,3,"Other","Other",128.7,0,0,0,1,1,0,19,0,0,6,7,6,14.4285714285714,0,0,6,6,6,12.5,0,8.9,1.4,3.51,"Graduate"
"Single",2,9500,1,"Secondary education",134,1,1,"Personal Services, Security and Safety Workers and Sellers","Intermediate Level Technicians and Professions",128.4,1,0,0,1,0,0,18,0,0,7,7,7,13.4714285714286,0,0,8,9,8,13.9444444444444,0,16.2,0.3,-0.92,"Graduate"
"Single",1,9070,1,"Secondary education",141,37,37,"Unskilled worker","Unskilled worker",126.7,1,0,1,1,0,1,20,0,0,6,9,6,13.3333333333333,0,0,6,10,6,14.6666666666667,0,12.7,3.7,-1.7,"Graduate"
"Single",3,9070,1,"Secondary education",122,37,37,"Unskilled worker","Unskilled worker",125.9,1,0,0,1,1,1,20,0,0,6,6,6,15.5,0,0,6,7,6,12.1666666666667,0,12.4,0.5,1.79,"Graduate"
"Single",1,9254,1,"Secondary education",111,1,1,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",112.4,1,0,0,1,1,0,20,0,0,6,10,6,12.3333333333333,0,0,6,9,4,13,0,12.4,0.5,1.79,"Graduate"
"Married",2,9147,1,"Secondary education",133.1,37,37,"Unskilled worker","Unskilled worker",109,1,0,0,1,0,0,46,0,4,9,18,8,11.375,2,0,5,11,5,11.8,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9003,1,"Secondary education",125,3,3,"Other","Other",100,0,0,0,1,1,0,27,0,16,18,19,18,12.2222222222222,0,9,12,15,12,12.3846153846154,0,15.5,2.8,-4.06,"Graduate"
"Married",1,8014,0,"Some higher education",150,1,1,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",154,0,0,0,1,1,0,37,0,12,16,17,16,14.125,0,6,11,14,10,13,0,12.4,0.5,1.79,"Graduate"
"Single",1,9991,0,"Some higher education",133.1,1,37,"Administrative staff","Other",100,0,0,0,1,0,0,26,0,8,9,11,9,12.3333333333333,0,4,7,7,7,12.5714285714286,0,12.4,0.5,1.79,"Graduate"
"Married",1,8014,0,"Secondary education",133.1,37,37,"Unskilled worker","Skilled Workers in Industry, Construction and Craftsmen",162.5,0,0,0,1,1,0,54,0,4,9,9,9,14.3333333333333,0,2,7,7,7,13.8571428571429,0,8.9,1.4,3.51,"Graduate"
"Single",2,9238,1,"Secondary education",129,38,1,"Administrative staff","Other",129.4,1,0,0,1,0,0,18,0,0,6,7,6,12.3333333333333,0,0,6,7,6,12.1666666666667,0,9.4,-0.8,-3.12,"Graduate"
"Single",1,9085,1,"Secondary education",162,2,1,"Administrative staff","Other",162,0,0,0,1,0,0,19,0,0,6,7,6,15,0,0,6,8,6,15.625,0,12.4,0.5,1.79,"Graduate"
"Single",3,9773,1,"Secondary education",123,1,19,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",117.4,1,0,0,1,0,1,18,0,0,6,6,6,12.5,0,0,6,6,6,13.8333333333333,0,16.2,0.3,-0.92,"Graduate"
"Single",1,9773,1,"Secondary education",150,38,38,"Other","Skilled Workers in Industry, Construction and Craftsmen",137.8,1,0,0,1,0,1,18,0,0,6,6,6,15,0,0,6,6,6,15.5,0,8.9,1.4,3.51,"Graduate"
"Single",1,9238,1,"Secondary education",121,1,1,"Other","Other",115.1,1,0,0,1,0,0,19,0,0,6,10,6,10.8333333333333,0,0,6,7,6,12.1428571428571,0,11.1,0.6,2.02,"Graduate"
"Single",1,9070,1,"Secondary education",153,3,3,"Other","Other",146.7,1,0,0,1,0,0,18,0,0,6,6,6,13.6666666666667,0,0,6,6,5,14,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9500,1,"Secondary education",148,3,1,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",132.8,0,0,0,1,0,0,18,0,0,8,8,7,14.5371428571429,0,0,8,8,7,14.5371428571429,0,10.8,1.4,1.74,"Graduate"
"Single",3,171,1,"Secondary education",147,19,1,"Personal Services, Security and Safety Workers and Sellers","Other",137.6,1,0,0,1,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,3.7,-1.7,"Graduate"
"Single",1,9773,1,"Secondary education",138,1,19,"Unskilled worker","Unskilled worker",124,0,0,0,1,0,1,19,0,0,6,6,6,13.1666666666667,0,0,6,6,6,13.8333333333333,0,11.1,0.6,2.02,"Graduate"
"Single",1,9238,1,"Secondary education",145,1,40,"Unskilled worker","Other",129.6,0,0,0,1,0,1,19,0,0,6,7,6,11.3333333333333,0,0,6,7,6,12.4285714285714,0,11.1,0.6,2.02,"Graduate"
"Single",3,9238,1,"Secondary education",118,3,1,"Other","Personal Services, Security and Safety Workers and Sellers",110,1,0,0,1,0,0,18,0,0,6,6,6,12,0,0,6,6,5,13.6,0,8.9,1.4,3.51,"Graduate"
"Single",3,9773,1,"Secondary education",121,19,19,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",116.1,0,0,0,1,0,1,18,0,0,6,6,6,13.1666666666667,0,0,6,6,6,12.1666666666667,0,12.4,0.5,1.79,"Graduate"
"Single",3,9773,1,"Secondary education",135,38,38,"Personal Services, Security and Safety Workers and Sellers","Other",133.3,1,0,0,1,0,1,18,0,0,6,6,6,14.8333333333333,0,0,6,6,6,14.1666666666667,0,8.9,1.4,3.51,"Graduate"
"Single",1,9070,1,"Secondary education",140,1,1,"Unskilled worker","Other",144.3,1,0,0,1,0,0,19,0,2,7,7,7,13,0,5,9,9,9,13.2222222222222,0,12.4,0.5,1.79,"Graduate"
"Single",3,9500,1,"Secondary education",145,1,1,"Administrative staff","Other",133.6,1,0,0,1,0,0,18,0,0,7,8,7,13.0871428571429,0,0,8,8,8,12.95,0,11.1,0.6,2.02,"Graduate"
"Single",1,9130,1,"Secondary education",133,1,37,"Unskilled worker","Unskilled worker",123.2,1,0,0,1,0,1,19,0,0,6,8,6,13.3333333333333,0,0,6,7,6,13.6666666666667,0,8.9,1.4,3.51,"Graduate"
"Single",1,9773,1,"Secondary education",141,38,38,"Unskilled worker","Unskilled worker",128.4,1,0,0,1,0,0,18,0,0,6,6,6,15.5,0,0,6,6,6,14,0,11.1,0.6,2.02,"Graduate"
