"locality","type_of_property","subtype_of_property","price","type_of_sale","number_of_rooms","house_area","fully_equipped_kitchen","furnished","open_fire","terrace","terrace_area","garden","garden_area","surface_of_the_land","surface_of_the_plot_of_land","number_of_facades","swimming_pool","state_of_the_building","construction_year"
2880,"apartment","apartment","179000","for sale",1,"70",0,"None",0,1,"12",1,"12",NA,"None","None",0,"None","2021"
2200,"house","house","379000","for sale",5,"199",1,"None",0,1,"None",0,"None",467,"None","3",0,"just renovated","1964"
7170,"house","house","95000","for sale",3,"140",0,"None",0,0,"None",0,"None",194,"None","2",0,"None","1952"
3200,"apartment","apartment","197500","for sale",2,"70",1,"None",0,0,"None",0,"None",NA,"None","None",0,"just renovated","None"
6600,"house","house","174000","for sale",3,"None",0,"None",0,1,"None",0,"None",147,"None","3",0,"None","None"
9700,"apartment","loft","201298","for sale",2,"154",0,"None",0,1,"None",1,"None",NA,"None","None",0,"None","None"
4000,"house","house","290000","for sale",3,"190",1,"None",0,0,"None",1,"40",110,"None","2",0,"None","None"
9000,"apartment","penthouse","499000","for sale",3,"131",1,"None",0,1,"25",0,"None",NA,"None","None",0,"as new","2020"
5030,"apartment","flat studio","125000","for sale",1,"44",1,"None",0,0,"None",0,"None",NA,"None","None",0,"good","2004"
9000,"apartment","apartment","285000","for sale",1,"71",0,"None",0,1,"30",0,"None",NA,"None","None",0,"None","None"
2610,"apartment","ground floor","285000","for sale",3,"95",1,"None",0,1,"None",1,"250",NA,"None","1",0,"as new","2001"
3730,"apartment","apartment","235000","for sale",2,"None",0,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","2020"
8434,"house","house","292000","for sale",3,"None",1,"None",0,0,"None",1,"None",357,"None","3",0,"None","2000"
1440,"house","house","250000","for sale",2,"100",1,"None",0,0,"None",0,"None",1270,"None","4",0,"to renovate","1962"
2980,"house","town house","337500","for sale",3,"166",1,"None",0,1,"None",1,"120",310,"None","2",0,"just renovated","1973"
1180,"apartment","loft","360000","for sale",1,"78",1,"None",0,1,"None",0,"None",NA,"None","None",0,"good","None"
8620,"apartment","apartment","385000","for sale",3,"135",1,"None",0,0,"None",0,"None",NA,"None","None",0,"None","2013"
7321,"house","house","147000","for sale",3,"None",0,"None",0,0,"None",0,"None",266,"None","3",0,"good","None"
9120,"apartment","apartment","350000","for sale",3,"143",1,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","1987"
3500,"apartment","apartment","245000","for sale",1,"73",0,"None",0,1,"28",0,"None",NA,"None","None",0,"None","2019"
1300,"apartment","apartment","314000","for sale",2,"103",0,"None",0,1,"5",0,"None",NA,"None","None",0,"as new","2019"
5650,"house","villa","288000","for sale",3,"175",1,"None",0,1,"30",1,"600",1000,"None","4",0,"None","1991"
6464,"apartment","flat studio","30000","for sale",0,"None",0,"None",0,0,"None",0,"None",NA,"None","4",0,"good","None"
8400,"apartment","duplex","159000","for sale",1,"48",1,"None",0,1,"6",0,"None",NA,"None","2",0,"as new","1994"
2560,"house","house","360000","for sale",3,"215",0,"None",0,1,"12",0,"None",215,"None","3",0,"None","2019"
3400,"apartment","apartment","212000","for sale",3,"115",1,"None",0,1,"45",0,"None",NA,"None","4",0,"just renovated","1970"
1420,"apartment","apartment","350000","for sale",3,"116",1,"None",0,1,"7",0,"None",NA,"None","3",0,"as new","2006"
3000,"house","house","318000","for sale",2,"90",1,"None",0,1,"None",1,"None",60,"None","2",0,"good","None"
8500,"apartment","apartment","425000","for sale",2,"102",1,"None",0,1,"None",0,"None",NA,"None","4",0,"good","None"
6040,"house","house","199000","for sale",4,"290",1,"None",0,1,"None",1,"550",800,"None","3",0,"good","None"
2610,"apartment","apartment","461400","for sale",3,"149",1,"None",0,1,"15",0,"None",NA,"None","2",0,"None","2021"
9450,"apartment","apartment","265000","for sale",2,"101",0,"None",0,1,"40",0,"None",NA,"None","2",0,"as new","2019"
8300,"apartment","apartment","795000","for sale",2,"102",0,"None",0,1,"None",0,"None",NA,"None","None",0,"just renovated","1990"
9230,"house","house","245000","for sale",2,"135",0,"None",0,1,"None",0,"None",80,"None","2",0,"None","None"
6800,"house","house","450000","for sale",5,"310",1,"None",0,1,"None",0,"None",3150,"None","4",0,"just renovated","1850"
6061,"apartment","apartment","170000","for sale",2,"100",1,"None",0,1,"None",0,"None",NA,"None","None",0,"as new","None"
8500,"house","house","249000","for sale",4,"134",1,"None",0,0,"None",1,"None",111,"None","2",0,"as new","2005"
4920,"house","house","499000","for sale",6,"330",1,"None",0,1,"None",0,"None",490,"None","2",0,"good","None"
6032,"house","house","229000","for sale",4,"135",1,"None",0,0,"None",0,"None",0,"None","4",0,"just renovated","None"
9890,"house","villa","775000","for sale",5,"381",0,"None",0,0,"None",0,"None",779,"None","4",0,"as new","2004"
6220,"house","house","135000","for sale",2,"95",1,"None",0,1,"None",0,"None",260,"None","2",0,"good","None"
1030,"apartment","apartment","160000","for sale",1,"75",0,"None",0,0,"None",0,"None",NA,"None","2",0,"as new","None"
4000,"house","house","160000","for sale",2,"88",1,"None",0,0,"None",1,"180",225,"None","3",0,"to be done up","1960"
9180,"house","bungalow","299500","for sale",3,"165",0,"None",0,1,"18",0,"None",919,"None","4",0,"None","None"
9470,"apartment","penthouse","279000","for sale",3,"119",0,"None",0,1,"44",0,"None",NA,"None","2",0,"None","None"
6043,"apartment","apartment","159000","for sale",2,"65",1,"None",0,1,"4",0,"None",NA,"None","4",0,"None","None"
2360,"house","house","460000","for sale",3,"None",1,"None",0,0,"None",1,"None",3076,"None","4",0,"good","None"
3404,"house","house","90000","for sale",2,"101",1,"None",0,0,"None",0,"None",82,"None","1",0,"to renovate","1920"
1840,"house","house","389000","for sale",3,"150",1,"None",0,0,"None",1,"1200",1523,"None","3",0,"good","None"
6700,"apartment","duplex","350000","for sale",3,"130",0,"None",0,0,"None",0,"None",NA,"None","3",0,"as new","None"
7340,"house","house","99000","for sale",3,"200",1,"None",0,0,"None",1,"270",270,"None","2",0,"to restore","None"
9200,"apartment","apartment","235000","for sale",1,"86",0,"None",0,1,"16",1,"25",NA,"None","None",0,"None","2020"
4000,"house","house","225000","for sale",3,"133",1,"None",0,1,"None",0,"None",449,"None","3",0,"None","None"
2300,"apartment","apartment","269000","for sale",2,"105",1,"None",0,0,"None",0,"None",NA,"None","2",0,"as new","1994"
8820,"apartment","apartment","139000","for sale",2,"75",1,"None",0,0,"None",0,"None",NA,"None","2",0,"good","None"
1030,"apartment","apartment","314000","for sale",2,"84",1,"None",0,1,"30",0,"None",NA,"None","2",0,"good","2007"
1200,"apartment","apartment","445000","for sale",2,"99",1,"None",0,1,"10",0,"None",NA,"None","None",0,"as new","2021"
1030,"apartment","apartment","25000","for sale",2,"84",0,"None",0,0,"None",0,"None",NA,"None","None",0,"good","1979"
2550,"apartment","duplex","239000","for sale",2,"85",1,"None",0,1,"32",0,"None",NA,"None","None",0,"good","1994"
1325,"house","house","729000","for sale",5,"234",1,"None",1,0,"None",1,"10",9400,"None","4",0,"to renovate","1800"
4020,"house","house","185000","for sale",4,"140",0,"None",0,1,"None",1,"255",325,"None","2",0,"to be done up","None"
3530,"house","house","320000","for sale",4,"399",1,"None",0,0,"None",1,"600",1117,"None","None",0,"good","1979"
8200,"house","house","498000","for sale",4,"None",1,"None",0,0,"None",0,"None",382,"None","4",0,"None","None"
1350,"house","house","290000","for sale",4,"119",1,"None",0,1,"40",1,"1450",15,"None","4",0,"as new","2002"
1440,"house","house","235000","for sale",2,"115",1,"None",0,1,"15",1,"None",220,"None","2",0,"good","None"
7621,"house","house","100000","for sale",2,"None",0,"None",0,0,"None",0,"None",285,"None","4",0,"to renovate","None"
1350,"house","house","249000","for sale",5,"200",1,"None",0,1,"None",1,"600",850,"None","4",0,"good","1932"
3620,"house","house","240512","for sale",3,"112",0,"None",0,0,"None",1,"None",284,"None","None",0,"as new","2020"
2830,"house","house","175000","for sale",4,"None",1,"None",0,1,"None",1,"None",175,"None","None",0,"to be done up","None"
7380,"house","house","95000","for sale",2,"None",1,"None",0,1,"None",0,"None",90,"None","2",0,"good","None"
4130,"apartment","apartment","269000","for sale",3,"116",0,"None",0,1,"9",0,"None",NA,"None","None",0,"as new","2019"
3294,"house","house","197000","for sale",3,"None",1,"None",1,1,"None",0,"None",1261,"None","4",0,"good","1952"
9250,"house","house","425000","for sale",3,"160",1,"None",0,0,"None",1,"144",472,"None","2",0,"good","2007"
6690,"house","house","135000","for sale",3,"124",1,"None",0,0,"None",0,"None",136,"None","2",0,"to be done up","None"
9420,"apartment","penthouse","240000","for sale",3,"175",0,"None",0,1,"None",0,"None",NA,"None","None",0,"None","2006"
8810,"house","house","115000","for sale",0,"None",0,"None",0,0,"None",0,"None",100,"None","2",0,"to restore","None"
1130,"house","house","550000","for sale",6,"230",1,"None",0,1,"16",1,"39",292,"None","1",0,"as new","1960"
4031,"house","house","128500","for sale",4,"125",1,"None",0,1,"None",1,"60",129,"None","2",0,"to renovate","None"
3210,"house","house","450000","for sale",4,"204",1,"None",0,0,"None",0,"None",932,"None","3",0,"as new","2019"
7700,"house","town house","135000","for sale",2,"167",1,"None",0,1,"7",1,"70",125,"None","2",0,"to renovate","None"
9420,"house","house","95000","for sale",2,"135",1,"None",0,0,"None",1,"122",210,"None","3",0,"to renovate","None"
9900,"apartment","apartment","221500","for sale",2,"None",0,"None",0,0,"None",0,"None",NA,"None","None",0,"None","2019"
4122,"apartment","apartment","259000","for sale",2,"100",1,"None",0,1,"None",0,"None",NA,"None","4",0,"None","2020"
1020,"apartment","apartment","109000","for sale",1,"40",0,"None",0,0,"None",0,"None",NA,"None","2",0,"None","None"
9450,"apartment","apartment","213180","for sale",2,"90",1,"None",0,1,"6",1,"22",NA,"None","None",0,"None","2020"
3300,"house","villa","339000","for sale",4,"237",1,"None",0,0,"None",1,"406",900,"None","4",0,"to renovate","1970"
1310,"house","house","680000","for sale",5,"238",1,"None",0,1,"None",0,"None",850,"None","3",0,"None","1905"
8770,"house","house","335000","for sale",3,"191",1,"None",0,0,"None",0,"None",550,"None","2",0,"to be done up","1986"
2260,"house","house","185000","for sale",4,"None",0,"None",0,0,"None",0,"None",984,"None","3",0,"None","1920"
2990,"house","house","320000","for sale",3,"281",1,"None",0,1,"None",1,"None",281,"None","3",0,"just renovated","1931"
4800,"apartment","apartment","188979","for sale",2,"81",0,"None",0,1,"20",0,"None",NA,"None","None",0,"None","2020"
3300,"house","mixed use building","135000","for sale",2,"104",0,"None",0,0,"None",0,"None",27,"None","2",0,"good","1900"
7972,"house","house","499000","for sale",7,"297",1,"None",0,1,"100",1,"None",3340,"None","4",0,"just renovated","None"
3800,"apartment","penthouse","399000","for sale",3,"155",1,"None",0,1,"None",0,"None",NA,"None","2",0,"good","None"
8560,"house","house","305000","for sale",3,"254",1,"None",0,0,"None",1,"831",1118,"None","2",0,"just renovated","None"
3800,"apartment","apartment","169000","for sale",1,"81",1,"None",0,0,"None",0,"None",NA,"None","2",0,"as new","1973"
4000,"house","bungalow","329000","for sale",5,"None",1,"None",0,0,"None",0,"None",0,"None","2",0,"to be done up","1963"
8380,"apartment","apartment","299000","for sale",1,"None",1,"None",0,0,"None",0,"None",NA,"None","None",0,"None","2004"
8800,"house","house","70000","for sale",3,"None",0,"None",0,0,"None",0,"None",149,"None","None",0,"to be done up","1940"
1730,"house","house","363000","for sale",3,"156",1,"None",0,0,"None",1,"91",257,"None","3",0,"as new","2020"
1300,"house","house","470000","for sale",4,"None",0,"None",0,0,"None",0,"None",710,"None","3",0,"as new","2019"
8310,"house","house","305000","for sale",3,"143",1,"None",0,1,"None",1,"None",172,"None","2",0,"as new","2020"
3700,"apartment","penthouse","486820","for sale",3,"210",1,"None",0,1,"65",0,"None",NA,"None","None",0,"as new","2020"
2880,"apartment","apartment","225000","for sale",1,"62",1,"None",0,1,"None",0,"None",NA,"None","4",0,"None","None"
8300,"apartment","apartment","490000","for sale",1,"58",1,"None",0,0,"None",0,"None",NA,"None","2",0,"as new","2019"
6040,"house","house","157000","for sale",3,"130",1,"None",0,1,"50",1,"150",320,"None","2",0,"good","1930"
2300,"house","mixed use building","125000","for sale",0,"None",0,"None",0,0,"None",0,"None",165,"None","None",0,"to restore","None"
2850,"apartment","apartment","449000","for sale",3,"134",1,"None",0,1,"68",0,"None",NA,"None","2",0,"None","2010"
2018,"apartment","apartment","482500","for sale",4,"184",1,"None",0,1,"8",0,"None",NA,"None","2",0,"good","None"
3582,"house","house","271625","for sale",3,"120",1,"None",0,0,"None",0,"None",381,"None","3",0,"as new","2020"
2840,"apartment","apartment","215000","for sale",2,"81",1,"None",0,1,"24",0,"None",NA,"None","2",0,"None","2014"
1050,"apartment","apartment","665000","for sale",3,"None",1,"None",0,1,"35",0,"None",NA,"None","4",0,"good","2006"
4430,"house","house","199000","for sale",3,"120",1,"None",0,0,"None",1,"148",235,"None","3",0,"good","None"
7012,"house","house","35000","for sale",2,"None",0,"None",0,0,"None",0,"None",50,"None","2",0,"to renovate","None"
7380,"house","house","175000","for sale",4,"154",1,"None",0,1,"None",0,"None",226,"None","3",0,"as new","None"
4800,"house","house","199000","for sale",4,"173",1,"None",0,1,"19",1,"125",0,"None","2",0,"good","None"
8930,"house","house","99000","for sale",2,"None",1,"None",0,0,"None",0,"None",97,"None","2",0,"to be done up","None"
1310,"house","house","625000","for sale",3,"210",1,"None",0,1,"None",1,"None",621,"None","None",0,"as new","None"
8620,"apartment","flat studio","159000","for sale",1,"39",0,"None",0,1,"None",0,"None",NA,"None","None",0,"as new","1978"
8800,"house","house","150000","for sale",2,"94",0,"None",0,0,"None",0,"None",45,"None","2",0,"None","None"
9940,"apartment","apartment","310000","for sale",3,"118",1,"None",0,1,"11",1,"None",NA,"None","2",0,"as new","2019"
1140,"apartment","ground floor","265000","for sale",1,"63",1,"None",0,1,"10",1,"50",NA,"None","2",0,"as new","1995"
8370,"apartment","flat studio","143000","for sale",1,"48",1,"None",0,0,"None",0,"None",NA,"None","None",0,"just renovated","None"
5060,"apartment","apartment","241578","for sale",2,"103",0,"None",0,1,"10",0,"None",NA,"None","3",0,"None","None"
5060,"house","house","375000","for sale",6,"332",1,"None",0,1,"None",0,"None",2140,"None","4",0,"good","1937"
3380,"house","house","301000","for sale",2,"None",0,"None",0,0,"None",0,"None",38236,"None","4",0,"None","None"
3000,"apartment","apartment","399525","for sale",2,"105",1,"None",0,1,"9",0,"None",NA,"None","None",0,"as new","2020"
5520,"house","villa","375000","for sale",3,"360",1,"None",0,1,"40",1,"600",1000,"None","4",0,"as new","2008"
8570,"house","villa","595000","for sale",2,"170",0,"None",0,0,"None",0,"None",2751,"None","4",0,"good","1941"
8470,"house","house","255000","for sale",2,"110",0,"None",0,0,"None",0,"None",500,"None","3",0,"None","None"
8800,"house","house","235000","for sale",4,"None",0,"None",0,0,"None",0,"None",85,"None","2",0,"None","None"
2018,"apartment","apartment","210000","for sale",1,"76",0,"None",0,0,"None",0,"None",NA,"None","2",0,"good","1932"
3271,"house","house","490000","for sale",4,"None",1,"None",1,1,"None",1,"None",1100,"None","4",0,"just renovated","None"
3500,"apartment","apartment","229000","for sale",1,"54",1,"None",0,1,"15",0,"None",NA,"None","2",0,"None","2019"
1020,"apartment","apartment","229000","for sale",2,"92",1,"None",0,1,"9",0,"None",NA,"None","2",0,"good","1951"
9400,"apartment","ground floor","280712","for sale",2,"89",1,"None",0,1,"18",1,"84",NA,"None","2",0,"as new","2020"
3590,"apartment","apartment","204783","for sale",2,"88",1,"None",0,0,"None",0,"None",NA,"None","None",0,"as new","2019"
6141,"house","apartment block","330000","for sale",0,"None",0,"None",0,0,"None",0,"None",0,"None","None",0,"as new","None"
9790,"house","house","250000","for sale",4,"280",0,"None",0,0,"None",0,"None",285,"None","3",0,"None","2017"
1060,"apartment","apartment","310000","for sale",2,"100",1,"None",0,1,"3",0,"None",NA,"None","None",0,"good","None"
4820,"apartment","apartment","62000","for sale",1,"32",1,"None",0,0,"None",0,"None",NA,"None","2",0,"good","None"
8793,"apartment","apartment","229500","for sale",2,"72",1,"None",0,1,"11",0,"None",NA,"None","4",0,"as new","2019"
4851,"house","house","750000","for sale",4,"270",1,"None",0,0,"None",1,"4750",5000,"None","4",0,"good","None"
8370,"apartment","apartment","125000","for sale",1,"50",1,"None",0,0,"None",0,"None",NA,"None","None",0,"good","None"
1200,"apartment","apartment","297000","for sale",1,"77",1,"None",0,1,"7",0,"None",NA,"None","2",0,"as new","2022"
4000,"house","apartment block","215000","for sale",4,"168",0,"None",0,1,"50",0,"None",120,"None","2",0,"good","None"
8370,"house","house","275000","for sale",3,"None",1,"None",0,0,"None",1,"62",150,"None","2",0,"good","None"
